starttime	seconds	ctime	dtime	ttime	wait
Wed Jun 26 15:32:57 2013	1372253577	0	301	301	301
Wed Jun 26 15:33:11 2013	1372253591	0	301	301	301
Wed Jun 26 15:33:04 2013	1372253584	0	302	302	302
Wed Jun 26 15:32:58 2013	1372253578	0	302	302	302
Wed Jun 26 15:33:07 2013	1372253587	0	302	302	302
Wed Jun 26 15:33:09 2013	1372253589	0	303	303	303
Wed Jun 26 15:33:05 2013	1372253585	0	303	303	303
Wed Jun 26 15:33:04 2013	1372253584	0	303	303	303
Wed Jun 26 15:33:10 2013	1372253590	0	303	303	303
Wed Jun 26 15:33:09 2013	1372253589	0	303	303	303
Wed Jun 26 15:33:14 2013	1372253594	0	303	303	303
Wed Jun 26 15:33:00 2013	1372253580	0	304	304	304
Wed Jun 26 15:32:54 2013	1372253574	0	304	304	304
Wed Jun 26 15:33:10 2013	1372253590	0	304	304	304
Wed Jun 26 15:32:50 2013	1372253570	0	304	304	304
Wed Jun 26 15:32:56 2013	1372253576	0	305	305	305
Wed Jun 26 15:32:54 2013	1372253574	0	305	305	305
Wed Jun 26 15:33:14 2013	1372253594	0	305	305	305
Wed Jun 26 15:32:55 2013	1372253575	0	305	305	305
Wed Jun 26 15:33:02 2013	1372253582	0	305	305	305
Wed Jun 26 15:33:11 2013	1372253591	0	307	307	307
Wed Jun 26 15:32:51 2013	1372253571	0	307	307	307
Wed Jun 26 15:33:07 2013	1372253587	0	307	307	307
Wed Jun 26 15:33:11 2013	1372253591	0	308	308	308
Wed Jun 26 15:32:51 2013	1372253571	0	309	309	309
Wed Jun 26 15:33:05 2013	1372253585	0	310	310	310
Wed Jun 26 15:32:58 2013	1372253578	0	310	310	310
Wed Jun 26 15:32:57 2013	1372253577	0	312	312	312
Wed Jun 26 15:32:47 2013	1372253567	0	313	313	313
Wed Jun 26 15:33:14 2013	1372253594	0	314	314	314
Wed Jun 26 15:33:03 2013	1372253583	0	314	314	314
Wed Jun 26 15:33:12 2013	1372253592	0	315	315	315
Wed Jun 26 15:32:49 2013	1372253569	0	315	315	315
Wed Jun 26 15:32:48 2013	1372253568	0	316	316	316
Wed Jun 26 15:33:15 2013	1372253595	0	316	316	316
Wed Jun 26 15:32:50 2013	1372253570	0	317	317	317
Wed Jun 26 15:33:06 2013	1372253586	0	318	318	318
Wed Jun 26 15:33:13 2013	1372253593	0	318	318	318
Wed Jun 26 15:33:08 2013	1372253588	0	320	320	320
Wed Jun 26 15:32:46 2013	1372253566	0	321	321	321
Wed Jun 26 15:33:07 2013	1372253587	0	321	321	321
Wed Jun 26 15:33:02 2013	1372253582	0	321	321	321
Wed Jun 26 15:32:59 2013	1372253579	0	323	323	323
Wed Jun 26 15:33:03 2013	1372253583	0	323	323	323
Wed Jun 26 15:32:55 2013	1372253575	0	323	323	323
Wed Jun 26 15:32:52 2013	1372253572	0	324	324	324
Wed Jun 26 15:32:45 2013	1372253565	0	324	324	324
Wed Jun 26 15:32:48 2013	1372253568	0	328	328	328
Wed Jun 26 15:33:10 2013	1372253590	0	329	329	329
Wed Jun 26 15:32:46 2013	1372253566	0	329	329	329
Wed Jun 26 15:32:51 2013	1372253571	0	330	330	330
Wed Jun 26 15:32:47 2013	1372253567	0	341	341	341
Wed Jun 26 15:32:46 2013	1372253566	0	345	345	345
Wed Jun 26 15:32:44 2013	1372253564	0	1474	1474	1474
