starttime	seconds	ctime	dtime	ttime	wait
Wed Jun 26 15:21:56 2013	1372252916	0	289	289	289
Wed Jun 26 15:21:50 2013	1372252910	0	289	289	289
Wed Jun 26 15:20:56 2013	1372252856	0	289	289	289
Wed Jun 26 15:21:44 2013	1372252904	0	289	290	289
Wed Jun 26 15:21:53 2013	1372252913	0	290	290	289
Wed Jun 26 15:21:57 2013	1372252917	0	290	290	290
Wed Jun 26 15:21:31 2013	1372252891	0	290	290	290
Wed Jun 26 15:20:11 2013	1372252811	0	290	290	290
Wed Jun 26 15:21:30 2013	1372252890	0	290	290	290
Wed Jun 26 15:21:45 2013	1372252905	0	290	290	290
Wed Jun 26 15:21:37 2013	1372252897	0	290	290	290
Wed Jun 26 15:21:49 2013	1372252909	0	290	290	290
Wed Jun 26 15:21:55 2013	1372252915	0	290	290	290
Wed Jun 26 15:21:29 2013	1372252889	0	290	290	290
Wed Jun 26 15:20:11 2013	1372252811	0	291	291	291
Wed Jun 26 15:21:52 2013	1372252912	0	291	291	291
Wed Jun 26 15:21:52 2013	1372252912	0	291	291	291
Wed Jun 26 15:21:42 2013	1372252902	0	291	291	291
Wed Jun 26 15:20:06 2013	1372252806	0	292	292	291
Wed Jun 26 15:21:39 2013	1372252899	0	292	292	292
Wed Jun 26 15:21:38 2013	1372252898	0	292	292	292
Wed Jun 26 15:20:12 2013	1372252812	0	292	292	292
Wed Jun 26 15:20:55 2013	1372252855	0	293	293	293
Wed Jun 26 15:21:53 2013	1372252913	0	293	293	293
Wed Jun 26 15:20:06 2013	1372252806	0	294	294	293
Wed Jun 26 15:20:12 2013	1372252812	0	294	294	294
Wed Jun 26 15:20:13 2013	1372252813	0	295	295	295
Wed Jun 26 15:21:55 2013	1372252915	0	295	295	295
Wed Jun 26 15:21:42 2013	1372252902	0	296	296	296
Wed Jun 26 15:21:31 2013	1372252891	0	296	296	296
Wed Jun 26 15:21:50 2013	1372252910	0	296	296	296
Wed Jun 26 15:20:04 2013	1372252804	0	297	297	296
Wed Jun 26 15:21:43 2013	1372252903	0	297	297	297
Wed Jun 26 15:20:05 2013	1372252805	0	297	297	297
Wed Jun 26 15:21:47 2013	1372252907	0	297	297	297
Wed Jun 26 15:19:45 2013	1372252785	0	297	297	297
Wed Jun 26 15:20:13 2013	1372252813	0	297	297	297
Wed Jun 26 15:20:07 2013	1372252807	0	297	297	297
Wed Jun 26 15:21:48 2013	1372252908	0	297	298	297
Wed Jun 26 15:20:07 2013	1372252807	0	298	298	298
Wed Jun 26 15:20:44 2013	1372252844	0	298	298	298
Wed Jun 26 15:20:06 2013	1372252806	0	299	299	299
Wed Jun 26 15:21:34 2013	1372252894	0	299	299	299
Wed Jun 26 15:21:34 2013	1372252894	0	299	299	299
Wed Jun 26 15:21:36 2013	1372252896	0	299	299	299
Wed Jun 26 15:21:22 2013	1372252882	0	299	299	299
Wed Jun 26 15:21:25 2013	1372252885	0	299	299	299
Wed Jun 26 15:21:27 2013	1372252887	0	299	300	299
Wed Jun 26 15:20:05 2013	1372252805	0	300	300	299
Wed Jun 26 15:21:26 2013	1372252886	0	300	300	299
Wed Jun 26 15:21:23 2013	1372252883	0	300	300	299
Wed Jun 26 15:20:38 2013	1372252838	0	300	300	299
Wed Jun 26 15:20:02 2013	1372252802	0	300	300	300
Wed Jun 26 15:20:57 2013	1372252857	0	300	300	300
Wed Jun 26 15:21:14 2013	1372252874	0	300	300	300
Wed Jun 26 15:21:25 2013	1372252885	0	300	300	300
Wed Jun 26 15:20:33 2013	1372252833	0	300	300	300
Wed Jun 26 15:20:06 2013	1372252806	0	300	300	300
Wed Jun 26 15:21:26 2013	1372252886	0	300	300	300
Wed Jun 26 15:21:26 2013	1372252886	0	300	300	300
Wed Jun 26 15:21:24 2013	1372252884	0	300	300	300
Wed Jun 26 15:20:13 2013	1372252813	0	300	300	300
Wed Jun 26 15:21:09 2013	1372252869	0	300	300	300
Wed Jun 26 15:21:29 2013	1372252889	0	300	300	300
Wed Jun 26 15:20:16 2013	1372252816	0	300	300	300
Wed Jun 26 15:21:34 2013	1372252894	0	301	301	301
Wed Jun 26 15:20:01 2013	1372252801	0	301	301	301
Wed Jun 26 15:20:32 2013	1372252832	0	301	301	301
Wed Jun 26 15:21:28 2013	1372252888	0	301	301	301
Wed Jun 26 15:21:23 2013	1372252883	0	301	301	301
Wed Jun 26 15:21:36 2013	1372252896	0	301	301	301
Wed Jun 26 15:19:32 2013	1372252772	0	301	301	301
Wed Jun 26 15:20:16 2013	1372252816	0	301	301	301
Wed Jun 26 15:21:36 2013	1372252896	0	301	301	301
Wed Jun 26 15:19:33 2013	1372252773	0	301	301	301
Wed Jun 26 15:20:02 2013	1372252802	0	301	301	301
Wed Jun 26 15:21:08 2013	1372252868	0	301	301	301
Wed Jun 26 15:21:21 2013	1372252881	0	301	301	301
Wed Jun 26 15:21:31 2013	1372252891	0	302	302	302
Wed Jun 26 15:21:30 2013	1372252890	0	302	302	302
Wed Jun 26 15:21:46 2013	1372252906	0	302	302	302
Wed Jun 26 15:20:34 2013	1372252834	0	302	302	302
Wed Jun 26 15:20:15 2013	1372252815	0	302	302	302
Wed Jun 26 15:21:27 2013	1372252887	0	302	302	302
Wed Jun 26 15:20:32 2013	1372252832	0	302	302	302
Wed Jun 26 15:21:46 2013	1372252906	0	302	302	302
Wed Jun 26 15:21:27 2013	1372252887	0	302	302	302
Wed Jun 26 15:20:03 2013	1372252803	0	302	302	302
Wed Jun 26 15:19:53 2013	1372252793	0	302	302	302
Wed Jun 26 15:21:41 2013	1372252901	0	302	302	302
Wed Jun 26 15:21:25 2013	1372252885	0	303	303	302
Wed Jun 26 15:21:35 2013	1372252895	0	303	303	303
Wed Jun 26 15:21:42 2013	1372252902	0	303	303	303
Wed Jun 26 15:21:55 2013	1372252915	0	303	303	303
Wed Jun 26 15:19:32 2013	1372252772	0	303	303	303
Wed Jun 26 15:20:58 2013	1372252858	0	303	303	303
Wed Jun 26 15:20:31 2013	1372252831	0	303	303	303
Wed Jun 26 15:21:35 2013	1372252895	0	304	304	303
Wed Jun 26 15:21:44 2013	1372252904	0	304	304	304
Wed Jun 26 15:21:43 2013	1372252903	0	304	304	304
Wed Jun 26 15:20:47 2013	1372252847	0	304	304	304
Wed Jun 26 15:20:04 2013	1372252804	0	304	304	304
Wed Jun 26 15:20:10 2013	1372252810	0	304	304	304
Wed Jun 26 15:20:30 2013	1372252830	0	304	304	304
Wed Jun 26 15:20:05 2013	1372252805	0	304	304	304
Wed Jun 26 15:19:59 2013	1372252799	0	304	304	304
Wed Jun 26 15:21:19 2013	1372252879	0	304	304	304
Wed Jun 26 15:21:44 2013	1372252904	0	304	304	304
Wed Jun 26 15:20:44 2013	1372252844	0	305	305	305
Wed Jun 26 15:20:35 2013	1372252835	0	305	305	305
Wed Jun 26 15:21:35 2013	1372252895	0	305	305	305
Wed Jun 26 15:20:04 2013	1372252804	0	305	305	305
Wed Jun 26 15:20:31 2013	1372252831	0	305	305	305
Wed Jun 26 15:20:15 2013	1372252815	0	305	305	305
Wed Jun 26 15:20:56 2013	1372252856	0	305	305	305
Wed Jun 26 15:19:40 2013	1372252780	0	305	305	305
Wed Jun 26 15:20:35 2013	1372252835	0	305	305	305
Wed Jun 26 15:20:08 2013	1372252808	0	305	305	305
Wed Jun 26 15:20:33 2013	1372252833	0	305	305	305
Wed Jun 26 15:19:38 2013	1372252778	0	306	306	306
Wed Jun 26 15:20:31 2013	1372252831	0	306	306	306
Wed Jun 26 15:20:43 2013	1372252843	0	306	306	306
Wed Jun 26 15:21:52 2013	1372252912	0	306	306	306
Wed Jun 26 15:21:28 2013	1372252888	0	306	306	306
Wed Jun 26 15:19:42 2013	1372252782	0	307	307	306
Wed Jun 26 15:21:28 2013	1372252888	0	307	307	307
Wed Jun 26 15:21:22 2013	1372252882	0	307	307	307
Wed Jun 26 15:20:58 2013	1372252858	0	307	307	307
Wed Jun 26 15:21:46 2013	1372252906	0	307	307	307
Wed Jun 26 15:21:01 2013	1372252861	0	307	307	307
Wed Jun 26 15:21:05 2013	1372252865	0	307	307	307
Wed Jun 26 15:20:07 2013	1372252807	0	307	307	307
Wed Jun 26 15:20:57 2013	1372252857	0	307	308	307
Wed Jun 26 15:20:14 2013	1372252814	0	308	308	308
Wed Jun 26 15:19:52 2013	1372252792	0	308	308	308
Wed Jun 26 15:21:20 2013	1372252880	0	308	308	308
Wed Jun 26 15:19:34 2013	1372252774	0	308	308	308
Wed Jun 26 15:19:48 2013	1372252788	0	308	308	308
Wed Jun 26 15:20:14 2013	1372252814	0	308	308	308
Wed Jun 26 15:21:21 2013	1372252881	0	308	308	308
Wed Jun 26 15:21:37 2013	1372252897	0	308	308	308
Wed Jun 26 15:21:50 2013	1372252910	0	308	308	308
Wed Jun 26 15:20:32 2013	1372252832	0	308	308	308
Wed Jun 26 15:19:39 2013	1372252779	0	308	308	308
Wed Jun 26 15:20:29 2013	1372252829	0	308	308	308
Wed Jun 26 15:20:34 2013	1372252834	0	308	308	308
Wed Jun 26 15:21:41 2013	1372252901	0	309	309	309
Wed Jun 26 15:21:24 2013	1372252884	0	309	309	309
Wed Jun 26 15:19:58 2013	1372252798	0	309	309	309
Wed Jun 26 15:20:53 2013	1372252853	0	309	309	309
Wed Jun 26 15:20:33 2013	1372252833	0	309	309	309
Wed Jun 26 15:21:34 2013	1372252894	0	309	309	309
Wed Jun 26 15:19:35 2013	1372252775	0	309	309	309
Wed Jun 26 15:21:17 2013	1372252877	0	309	309	309
Wed Jun 26 15:21:39 2013	1372252899	0	309	309	309
Wed Jun 26 15:19:51 2013	1372252791	0	309	309	309
Wed Jun 26 15:21:18 2013	1372252878	0	309	309	309
Wed Jun 26 15:19:44 2013	1372252784	0	309	309	309
Wed Jun 26 15:21:25 2013	1372252885	0	309	309	309
Wed Jun 26 15:19:54 2013	1372252794	0	310	310	309
Wed Jun 26 15:20:34 2013	1372252834	0	310	310	310
Wed Jun 26 15:19:56 2013	1372252796	0	310	310	310
Wed Jun 26 15:21:13 2013	1372252873	0	310	310	310
Wed Jun 26 15:20:56 2013	1372252856	0	310	310	310
Wed Jun 26 15:20:43 2013	1372252843	0	310	310	310
Wed Jun 26 15:19:47 2013	1372252787	0	310	310	310
Wed Jun 26 15:19:53 2013	1372252793	0	310	310	310
Wed Jun 26 15:19:43 2013	1372252783	0	310	310	310
Wed Jun 26 15:19:36 2013	1372252776	0	310	310	310
Wed Jun 26 15:21:15 2013	1372252875	0	310	310	310
Wed Jun 26 15:21:47 2013	1372252907	0	310	310	310
Wed Jun 26 15:20:30 2013	1372252830	0	310	310	310
Wed Jun 26 15:19:48 2013	1372252788	0	310	310	310
Wed Jun 26 15:20:30 2013	1372252830	0	310	310	310
Wed Jun 26 15:21:33 2013	1372252893	0	310	310	310
Wed Jun 26 15:19:49 2013	1372252789	0	310	310	310
Wed Jun 26 15:20:58 2013	1372252858	0	311	311	311
Wed Jun 26 15:20:00 2013	1372252800	0	311	311	311
Wed Jun 26 15:19:54 2013	1372252794	0	311	311	311
Wed Jun 26 15:20:44 2013	1372252844	0	311	311	311
Wed Jun 26 15:19:42 2013	1372252782	0	311	311	311
Wed Jun 26 15:19:58 2013	1372252798	0	311	311	311
Wed Jun 26 15:21:10 2013	1372252870	0	311	311	311
Wed Jun 26 15:20:02 2013	1372252802	0	311	311	311
Wed Jun 26 15:21:32 2013	1372252892	0	312	312	311
Wed Jun 26 15:20:33 2013	1372252833	0	312	312	312
Wed Jun 26 15:19:54 2013	1372252794	0	312	312	312
Wed Jun 26 15:19:41 2013	1372252781	0	312	312	312
Wed Jun 26 15:20:23 2013	1372252823	0	312	312	312
Wed Jun 26 15:19:49 2013	1372252789	0	312	312	312
Wed Jun 26 15:21:06 2013	1372252866	0	312	312	312
Wed Jun 26 15:21:14 2013	1372252874	0	312	312	312
Wed Jun 26 15:20:46 2013	1372252846	0	312	312	312
Wed Jun 26 15:21:05 2013	1372252865	0	312	312	312
Wed Jun 26 15:19:45 2013	1372252785	0	312	312	312
Wed Jun 26 15:20:35 2013	1372252835	0	312	312	312
Wed Jun 26 15:19:59 2013	1372252799	0	312	312	312
Wed Jun 26 15:20:08 2013	1372252808	0	312	312	312
Wed Jun 26 15:19:58 2013	1372252798	0	312	312	312
Wed Jun 26 15:21:11 2013	1372252871	0	312	312	312
Wed Jun 26 15:21:16 2013	1372252876	0	312	312	312
Wed Jun 26 15:19:38 2013	1372252778	0	313	313	313
Wed Jun 26 15:19:44 2013	1372252784	0	313	313	313
Wed Jun 26 15:21:22 2013	1372252882	0	313	313	313
Wed Jun 26 15:21:02 2013	1372252862	0	313	313	313
Wed Jun 26 15:19:39 2013	1372252779	0	313	313	313
Wed Jun 26 15:20:40 2013	1372252840	0	313	314	313
Wed Jun 26 15:20:24 2013	1372252824	0	313	314	313
Wed Jun 26 15:19:51 2013	1372252791	0	314	314	314
Wed Jun 26 15:20:03 2013	1372252803	0	314	314	314
Wed Jun 26 15:19:47 2013	1372252787	0	314	314	314
Wed Jun 26 15:19:52 2013	1372252792	0	314	314	314
Wed Jun 26 15:19:36 2013	1372252776	0	314	314	314
Wed Jun 26 15:21:09 2013	1372252869	0	314	314	314
Wed Jun 26 15:19:37 2013	1372252777	0	314	314	314
Wed Jun 26 15:19:46 2013	1372252786	0	314	314	314
Wed Jun 26 15:19:55 2013	1372252795	0	314	314	314
Wed Jun 26 15:20:59 2013	1372252859	0	314	314	314
Wed Jun 26 15:20:00 2013	1372252800	0	314	314	314
Wed Jun 26 15:21:16 2013	1372252876	0	314	314	314
Wed Jun 26 15:21:17 2013	1372252877	0	314	314	314
Wed Jun 26 15:20:30 2013	1372252830	0	315	315	314
Wed Jun 26 15:21:07 2013	1372252867	0	315	315	314
Wed Jun 26 15:21:12 2013	1372252872	0	315	315	315
Wed Jun 26 15:21:18 2013	1372252878	0	315	315	315
Wed Jun 26 15:21:12 2013	1372252872	0	315	315	315
Wed Jun 26 15:20:36 2013	1372252836	0	315	315	315
Wed Jun 26 15:20:41 2013	1372252841	0	315	315	315
Wed Jun 26 15:20:20 2013	1372252820	0	316	316	315
Wed Jun 26 15:20:27 2013	1372252827	0	316	316	316
Wed Jun 26 15:21:02 2013	1372252862	0	316	316	316
Wed Jun 26 15:21:28 2013	1372252888	0	316	316	316
Wed Jun 26 15:19:35 2013	1372252775	0	316	316	316
Wed Jun 26 15:19:34 2013	1372252774	0	316	316	316
Wed Jun 26 15:20:42 2013	1372252842	0	316	316	316
Wed Jun 26 15:21:37 2013	1372252897	0	316	316	316
Wed Jun 26 15:20:21 2013	1372252821	0	317	317	317
Wed Jun 26 15:21:01 2013	1372252861	0	317	317	317
Wed Jun 26 15:19:59 2013	1372252799	0	317	317	317
Wed Jun 26 15:21:04 2013	1372252864	0	317	317	317
Wed Jun 26 15:21:49 2013	1372252909	0	317	317	317
Wed Jun 26 15:21:19 2013	1372252879	0	317	317	317
Wed Jun 26 15:21:11 2013	1372252871	0	317	317	317
Wed Jun 26 15:20:42 2013	1372252842	0	318	318	317
Wed Jun 26 15:21:32 2013	1372252892	0	318	318	318
Wed Jun 26 15:21:00 2013	1372252860	0	318	318	318
Wed Jun 26 15:21:21 2013	1372252881	0	318	318	318
Wed Jun 26 15:20:55 2013	1372252855	0	318	318	318
Wed Jun 26 15:21:05 2013	1372252865	0	318	318	318
Wed Jun 26 15:21:04 2013	1372252864	0	318	318	318
Wed Jun 26 15:21:01 2013	1372252861	0	318	318	318
Wed Jun 26 15:20:08 2013	1372252808	0	318	318	318
Wed Jun 26 15:19:49 2013	1372252789	0	319	319	319
Wed Jun 26 15:21:08 2013	1372252868	0	319	319	319
Wed Jun 26 15:19:50 2013	1372252790	0	319	319	319
Wed Jun 26 15:21:02 2013	1372252862	0	319	319	319
Wed Jun 26 15:20:28 2013	1372252828	0	319	319	319
Wed Jun 26 15:19:44 2013	1372252784	0	319	319	319
Wed Jun 26 15:19:33 2013	1372252773	0	319	319	319
Wed Jun 26 15:19:57 2013	1372252797	0	319	319	319
Wed Jun 26 15:20:16 2013	1372252816	0	319	319	319
Wed Jun 26 15:21:14 2013	1372252874	0	319	319	319
Wed Jun 26 15:21:12 2013	1372252872	0	319	319	319
Wed Jun 26 15:19:43 2013	1372252783	0	319	319	319
Wed Jun 26 15:21:03 2013	1372252863	0	320	320	320
Wed Jun 26 15:21:18 2013	1372252878	0	320	320	320
Wed Jun 26 15:20:45 2013	1372252845	0	320	320	320
Wed Jun 26 15:20:02 2013	1372252802	0	320	320	320
Wed Jun 26 15:21:10 2013	1372252870	0	320	320	320
Wed Jun 26 15:19:30 2013	1372252770	0	320	320	320
Wed Jun 26 15:19:43 2013	1372252783	0	320	320	320
Wed Jun 26 15:19:48 2013	1372252788	0	320	320	320
Wed Jun 26 15:21:19 2013	1372252879	0	320	320	320
Wed Jun 26 15:21:11 2013	1372252871	0	320	320	320
Wed Jun 26 15:19:35 2013	1372252775	0	321	321	321
Wed Jun 26 15:20:59 2013	1372252859	0	321	321	321
Wed Jun 26 15:21:13 2013	1372252873	0	321	321	321
Wed Jun 26 15:19:32 2013	1372252772	0	321	321	321
Wed Jun 26 15:21:03 2013	1372252863	0	321	321	321
Wed Jun 26 15:21:00 2013	1372252860	0	321	321	321
Wed Jun 26 15:21:06 2013	1372252866	0	321	321	321
Wed Jun 26 15:20:59 2013	1372252859	0	321	321	321
Wed Jun 26 15:20:54 2013	1372252854	0	321	322	321
Wed Jun 26 15:19:31 2013	1372252771	0	322	322	322
Wed Jun 26 15:20:46 2013	1372252846	0	322	322	322
Wed Jun 26 15:21:04 2013	1372252864	0	322	322	322
Wed Jun 26 15:20:24 2013	1372252824	0	322	322	322
Wed Jun 26 15:20:24 2013	1372252824	0	322	322	322
Wed Jun 26 15:20:18 2013	1372252818	0	322	322	322
Wed Jun 26 15:19:37 2013	1372252777	0	322	322	322
Wed Jun 26 15:21:15 2013	1372252875	0	322	322	322
Wed Jun 26 15:21:03 2013	1372252863	0	322	322	322
Wed Jun 26 15:20:50 2013	1372252850	0	322	322	322
Wed Jun 26 15:20:22 2013	1372252822	0	322	322	322
Wed Jun 26 15:20:53 2013	1372252853	0	322	323	322
Wed Jun 26 15:20:37 2013	1372252837	0	323	323	323
Wed Jun 26 15:21:10 2013	1372252870	0	323	323	323
Wed Jun 26 15:19:40 2013	1372252780	0	323	323	323
Wed Jun 26 15:20:36 2013	1372252836	0	323	323	323
Wed Jun 26 15:20:26 2013	1372252826	0	323	323	323
Wed Jun 26 15:19:45 2013	1372252785	0	323	323	323
Wed Jun 26 15:19:33 2013	1372252773	0	323	323	323
Wed Jun 26 15:20:52 2013	1372252852	0	323	323	323
Wed Jun 26 15:20:48 2013	1372252848	0	323	323	323
Wed Jun 26 15:20:23 2013	1372252823	0	323	323	323
Wed Jun 26 15:20:21 2013	1372252821	0	323	323	323
Wed Jun 26 15:20:38 2013	1372252838	0	323	323	323
Wed Jun 26 15:20:51 2013	1372252851	0	323	323	323
Wed Jun 26 15:20:25 2013	1372252825	0	323	323	323
Wed Jun 26 15:19:55 2013	1372252795	0	323	323	323
Wed Jun 26 15:19:57 2013	1372252797	0	323	324	323
Wed Jun 26 15:20:14 2013	1372252814	0	324	324	323
Wed Jun 26 15:19:34 2013	1372252774	0	324	324	323
Wed Jun 26 15:20:25 2013	1372252825	0	324	324	323
Wed Jun 26 15:20:54 2013	1372252854	0	324	324	324
Wed Jun 26 15:21:08 2013	1372252868	0	324	324	324
Wed Jun 26 15:20:53 2013	1372252853	0	324	324	324
Wed Jun 26 15:20:57 2013	1372252857	0	324	324	324
Wed Jun 26 15:20:00 2013	1372252800	0	324	324	324
Wed Jun 26 15:20:39 2013	1372252839	0	324	324	324
Wed Jun 26 15:20:49 2013	1372252849	0	324	324	324
Wed Jun 26 15:20:51 2013	1372252851	0	324	324	324
Wed Jun 26 15:21:07 2013	1372252867	0	324	324	324
Wed Jun 26 15:19:50 2013	1372252790	0	324	324	324
Wed Jun 26 15:19:55 2013	1372252795	0	324	324	324
Wed Jun 26 15:20:22 2013	1372252822	0	324	324	324
Wed Jun 26 15:20:38 2013	1372252838	0	324	324	324
Wed Jun 26 15:21:00 2013	1372252860	0	324	324	324
Wed Jun 26 15:20:47 2013	1372252847	0	324	324	324
Wed Jun 26 15:20:41 2013	1372252841	0	324	324	324
Wed Jun 26 15:20:20 2013	1372252820	0	324	325	324
Wed Jun 26 15:21:16 2013	1372252876	0	325	325	325
Wed Jun 26 15:19:36 2013	1372252776	0	325	325	325
Wed Jun 26 15:20:27 2013	1372252827	0	325	325	325
Wed Jun 26 15:20:47 2013	1372252847	0	325	325	325
Wed Jun 26 15:20:45 2013	1372252845	0	325	325	325
Wed Jun 26 15:20:37 2013	1372252837	0	325	325	325
Wed Jun 26 15:20:48 2013	1372252848	0	325	325	325
Wed Jun 26 15:20:22 2013	1372252822	0	325	325	325
Wed Jun 26 15:20:51 2013	1372252851	0	325	325	325
Wed Jun 26 15:19:51 2013	1372252791	0	325	325	325
Wed Jun 26 15:20:39 2013	1372252839	0	325	325	325
Wed Jun 26 15:20:37 2013	1372252837	0	325	325	325
Wed Jun 26 15:20:52 2013	1372252852	0	325	325	325
Wed Jun 26 15:19:58 2013	1372252798	0	325	325	325
Wed Jun 26 15:19:52 2013	1372252792	0	325	325	325
Wed Jun 26 15:19:40 2013	1372252780	0	325	325	325
Wed Jun 26 15:20:36 2013	1372252836	0	325	325	325
Wed Jun 26 15:20:19 2013	1372252819	0	325	326	325
Wed Jun 26 15:21:20 2013	1372252880	0	326	326	325
Wed Jun 26 15:20:19 2013	1372252819	0	326	326	326
Wed Jun 26 15:21:15 2013	1372252875	0	326	326	326
Wed Jun 26 15:20:49 2013	1372252849	0	326	326	326
Wed Jun 26 15:20:29 2013	1372252829	0	326	326	326
Wed Jun 26 15:21:09 2013	1372252869	0	326	326	326
Wed Jun 26 15:20:52 2013	1372252852	0	326	326	326
Wed Jun 26 15:20:28 2013	1372252828	0	326	326	326
Wed Jun 26 15:20:39 2013	1372252839	0	326	326	326
Wed Jun 26 15:20:03 2013	1372252803	0	326	326	326
Wed Jun 26 15:19:53 2013	1372252793	0	326	326	326
Wed Jun 26 15:20:40 2013	1372252840	0	326	326	326
Wed Jun 26 15:20:25 2013	1372252825	0	326	326	326
Wed Jun 26 15:19:45 2013	1372252785	0	327	327	327
Wed Jun 26 15:21:20 2013	1372252880	0	327	327	327
Wed Jun 26 15:20:48 2013	1372252848	0	327	327	327
Wed Jun 26 15:20:18 2013	1372252818	0	327	327	327
Wed Jun 26 15:20:23 2013	1372252823	0	327	327	327
Wed Jun 26 15:19:41 2013	1372252781	0	327	327	327
Wed Jun 26 15:20:26 2013	1372252826	0	327	327	327
Wed Jun 26 15:20:28 2013	1372252828	0	328	328	327
Wed Jun 26 15:20:45 2013	1372252845	0	328	328	328
Wed Jun 26 15:19:41 2013	1372252781	0	328	328	328
Wed Jun 26 15:20:42 2013	1372252842	0	328	328	328
Wed Jun 26 15:19:39 2013	1372252779	0	329	329	328
Wed Jun 26 15:19:57 2013	1372252797	0	329	329	329
Wed Jun 26 15:21:08 2013	1372252868	0	329	329	329
Wed Jun 26 15:20:01 2013	1372252801	0	329	329	329
Wed Jun 26 15:19:56 2013	1372252796	0	329	329	329
Wed Jun 26 15:20:39 2013	1372252839	0	329	330	329
Wed Jun 26 15:20:50 2013	1372252850	0	330	330	330
Wed Jun 26 15:19:50 2013	1372252790	0	330	330	330
Wed Jun 26 15:20:17 2013	1372252817	0	330	330	330
Wed Jun 26 15:21:29 2013	1372252889	0	330	330	330
Wed Jun 26 15:19:46 2013	1372252786	0	330	330	330
Wed Jun 26 15:21:17 2013	1372252877	0	331	331	331
Wed Jun 26 15:19:38 2013	1372252778	0	331	331	331
Wed Jun 26 15:20:27 2013	1372252827	0	331	331	331
Wed Jun 26 15:20:29 2013	1372252829	0	331	331	331
Wed Jun 26 15:20:47 2013	1372252847	0	331	331	331
Wed Jun 26 15:19:42 2013	1372252782	0	331	331	331
Wed Jun 26 15:20:56 2013	1372252856	0	331	331	331
Wed Jun 26 15:20:41 2013	1372252841	0	332	332	332
Wed Jun 26 15:20:20 2013	1372252820	0	332	332	332
Wed Jun 26 15:20:49 2013	1372252849	0	332	332	332
Wed Jun 26 15:21:13 2013	1372252873	0	332	332	332
