starttime	seconds	ctime	dtime	ttime	wait
Wed Jun 26 13:35:03 2013	1372246503	0	867	867	867
Wed Jun 26 13:35:14 2013	1372246514	0	868	868	868
Wed Jun 26 13:35:12 2013	1372246512	0	868	868	868
Wed Jun 26 13:35:03 2013	1372246503	0	868	868	868
Wed Jun 26 13:35:03 2013	1372246503	0	869	869	869
Wed Jun 26 13:35:13 2013	1372246513	0	871	871	871
Wed Jun 26 13:35:09 2013	1372246509	0	871	871	871
Wed Jun 26 13:35:11 2013	1372246511	0	872	872	872
Wed Jun 26 13:35:12 2013	1372246512	0	872	872	872
Wed Jun 26 13:35:13 2013	1372246513	0	873	873	873
Wed Jun 26 13:35:15 2013	1372246515	0	873	873	873
Wed Jun 26 13:35:04 2013	1372246504	0	873	873	873
Wed Jun 26 13:35:04 2013	1372246504	0	873	873	873
Wed Jun 26 13:35:03 2013	1372246503	0	874	874	874
Wed Jun 26 13:34:57 2013	1372246497	0	874	874	874
Wed Jun 26 13:35:12 2013	1372246512	0	874	874	874
Wed Jun 26 13:35:11 2013	1372246511	0	875	875	875
Wed Jun 26 13:35:02 2013	1372246502	0	875	875	875
Wed Jun 26 13:35:10 2013	1372246510	0	875	875	875
Wed Jun 26 13:35:02 2013	1372246502	0	875	875	875
Wed Jun 26 13:35:00 2013	1372246500	0	875	875	875
Wed Jun 26 13:35:15 2013	1372246515	0	876	876	876
Wed Jun 26 13:35:10 2013	1372246510	0	877	877	877
Wed Jun 26 13:35:15 2013	1372246515	0	877	877	877
Wed Jun 26 13:35:19 2013	1372246519	0	877	877	877
Wed Jun 26 13:35:17 2013	1372246517	0	878	878	878
Wed Jun 26 13:35:02 2013	1372246502	0	878	878	878
Wed Jun 26 13:35:12 2013	1372246512	0	879	879	879
Wed Jun 26 13:35:04 2013	1372246504	0	879	879	879
Wed Jun 26 13:35:05 2013	1372246505	0	880	880	880
Wed Jun 26 13:35:11 2013	1372246511	0	880	880	880
Wed Jun 26 13:35:13 2013	1372246513	0	880	880	880
Wed Jun 26 13:35:08 2013	1372246508	0	881	881	881
Wed Jun 26 13:35:02 2013	1372246502	0	881	881	881
Wed Jun 26 13:35:08 2013	1372246508	0	881	881	881
Wed Jun 26 13:35:09 2013	1372246509	0	881	881	881
Wed Jun 26 13:35:12 2013	1372246512	0	881	881	881
Wed Jun 26 13:35:09 2013	1372246509	0	881	881	881
Wed Jun 26 13:35:11 2013	1372246511	0	882	882	882
Wed Jun 26 13:35:14 2013	1372246514	0	882	882	882
Wed Jun 26 13:35:07 2013	1372246507	0	882	882	882
Wed Jun 26 13:34:56 2013	1372246496	0	883	883	883
Wed Jun 26 13:35:14 2013	1372246514	0	884	884	884
Wed Jun 26 13:35:09 2013	1372246509	0	884	884	884
Wed Jun 26 13:35:07 2013	1372246507	0	884	884	884
Wed Jun 26 13:35:05 2013	1372246505	0	884	884	884
Wed Jun 26 13:35:19 2013	1372246519	0	884	884	884
Wed Jun 26 13:35:04 2013	1372246504	0	885	885	885
Wed Jun 26 13:34:57 2013	1372246497	0	885	885	885
Wed Jun 26 13:35:08 2013	1372246508	0	885	885	885
Wed Jun 26 13:35:12 2013	1372246512	0	885	885	885
Wed Jun 26 13:35:07 2013	1372246507	0	886	886	886
Wed Jun 26 13:34:56 2013	1372246496	0	886	886	886
Wed Jun 26 13:35:09 2013	1372246509	0	886	886	886
Wed Jun 26 13:35:11 2013	1372246511	0	886	886	886
Wed Jun 26 13:34:59 2013	1372246499	0	887	887	887
Wed Jun 26 13:35:13 2013	1372246513	0	887	887	887
Wed Jun 26 13:35:06 2013	1372246506	0	887	887	887
Wed Jun 26 13:35:17 2013	1372246517	0	887	887	887
Wed Jun 26 13:35:00 2013	1372246500	0	887	887	887
Wed Jun 26 13:35:09 2013	1372246509	0	887	887	887
Wed Jun 26 13:35:03 2013	1372246503	0	888	888	888
Wed Jun 26 13:35:15 2013	1372246515	0	889	889	889
Wed Jun 26 13:34:56 2013	1372246496	0	889	889	889
Wed Jun 26 13:35:00 2013	1372246500	0	889	889	889
Wed Jun 26 13:34:58 2013	1372246498	0	889	889	889
Wed Jun 26 13:35:12 2013	1372246512	0	889	889	889
Wed Jun 26 13:34:59 2013	1372246499	0	889	889	889
Wed Jun 26 13:35:04 2013	1372246504	0	889	889	889
Wed Jun 26 13:35:12 2013	1372246512	0	890	890	890
Wed Jun 26 13:35:10 2013	1372246510	0	890	890	890
Wed Jun 26 13:35:17 2013	1372246517	0	890	890	890
Wed Jun 26 13:35:05 2013	1372246505	0	890	890	890
Wed Jun 26 13:35:03 2013	1372246503	0	891	891	891
Wed Jun 26 13:35:06 2013	1372246506	0	892	892	891
Wed Jun 26 13:35:09 2013	1372246509	0	892	892	892
Wed Jun 26 13:35:05 2013	1372246505	0	892	892	892
Wed Jun 26 13:35:13 2013	1372246513	0	893	893	893
Wed Jun 26 13:35:17 2013	1372246517	0	893	893	893
Wed Jun 26 13:34:59 2013	1372246499	0	893	893	893
Wed Jun 26 13:35:11 2013	1372246511	0	893	893	893
Wed Jun 26 13:34:58 2013	1372246498	0	894	894	894
Wed Jun 26 13:35:04 2013	1372246504	0	894	894	894
Wed Jun 26 13:35:15 2013	1372246515	0	894	894	894
Wed Jun 26 13:35:14 2013	1372246514	0	895	895	895
Wed Jun 26 13:35:07 2013	1372246507	0	895	895	895
Wed Jun 26 13:35:12 2013	1372246512	0	895	895	895
Wed Jun 26 13:35:06 2013	1372246506	0	895	895	895
Wed Jun 26 13:34:58 2013	1372246498	0	895	895	895
Wed Jun 26 13:35:08 2013	1372246508	0	896	896	896
Wed Jun 26 13:35:15 2013	1372246515	0	896	896	896
Wed Jun 26 13:35:03 2013	1372246503	0	896	896	896
Wed Jun 26 13:35:13 2013	1372246513	0	896	896	896
Wed Jun 26 13:35:02 2013	1372246502	0	896	896	896
Wed Jun 26 13:35:07 2013	1372246507	0	897	897	897
Wed Jun 26 13:35:14 2013	1372246514	0	897	897	897
Wed Jun 26 13:34:52 2013	1372246492	0	897	897	897
Wed Jun 26 13:35:02 2013	1372246502	0	897	897	897
Wed Jun 26 13:35:10 2013	1372246510	0	897	897	897
Wed Jun 26 13:35:12 2013	1372246512	0	897	897	897
Wed Jun 26 13:35:14 2013	1372246514	0	897	897	897
Wed Jun 26 13:35:58 2013	1372246558	0	897	897	897
Wed Jun 26 13:35:19 2013	1372246519	0	898	898	898
Wed Jun 26 13:35:13 2013	1372246513	0	898	898	898
Wed Jun 26 13:34:58 2013	1372246498	0	898	898	898
Wed Jun 26 13:35:05 2013	1372246505	0	898	898	898
Wed Jun 26 13:34:57 2013	1372246497	0	898	898	898
Wed Jun 26 13:35:08 2013	1372246508	0	898	898	898
Wed Jun 26 13:35:14 2013	1372246514	0	898	898	898
Wed Jun 26 13:35:15 2013	1372246515	0	898	898	898
Wed Jun 26 13:35:02 2013	1372246502	0	899	899	899
Wed Jun 26 13:35:09 2013	1372246509	0	899	899	899
Wed Jun 26 13:35:13 2013	1372246513	0	899	899	899
Wed Jun 26 13:35:00 2013	1372246500	0	899	899	899
Wed Jun 26 13:35:16 2013	1372246516	0	899	899	899
Wed Jun 26 13:35:17 2013	1372246517	0	899	899	899
Wed Jun 26 13:35:06 2013	1372246506	0	900	900	899
Wed Jun 26 13:35:15 2013	1372246515	0	900	900	899
Wed Jun 26 13:35:15 2013	1372246515	0	900	900	899
Wed Jun 26 13:35:08 2013	1372246508	0	900	900	900
Wed Jun 26 13:35:10 2013	1372246510	0	900	900	900
Wed Jun 26 13:34:56 2013	1372246496	0	900	900	900
Wed Jun 26 13:35:13 2013	1372246513	0	901	901	901
Wed Jun 26 13:35:17 2013	1372246517	0	901	901	901
Wed Jun 26 13:35:13 2013	1372246513	0	901	901	901
Wed Jun 26 13:34:57 2013	1372246497	0	901	901	901
Wed Jun 26 13:35:09 2013	1372246509	0	901	901	901
Wed Jun 26 13:34:52 2013	1372246492	0	901	901	901
Wed Jun 26 13:35:10 2013	1372246510	0	902	902	902
Wed Jun 26 13:35:15 2013	1372246515	0	902	902	902
Wed Jun 26 13:35:57 2013	1372246557	0	902	902	902
Wed Jun 26 13:34:58 2013	1372246498	0	902	902	902
Wed Jun 26 13:35:06 2013	1372246506	0	902	902	902
Wed Jun 26 13:35:04 2013	1372246504	0	902	902	902
Wed Jun 26 13:35:06 2013	1372246506	0	903	903	903
Wed Jun 26 13:35:05 2013	1372246505	0	903	903	903
Wed Jun 26 13:35:08 2013	1372246508	0	903	903	903
Wed Jun 26 13:35:19 2013	1372246519	0	903	903	903
Wed Jun 26 13:34:56 2013	1372246496	0	904	904	904
Wed Jun 26 13:35:08 2013	1372246508	0	904	904	904
Wed Jun 26 13:35:08 2013	1372246508	0	904	904	904
Wed Jun 26 13:35:08 2013	1372246508	0	904	904	904
Wed Jun 26 13:34:56 2013	1372246496	0	904	904	904
Wed Jun 26 13:35:06 2013	1372246506	0	904	904	904
Wed Jun 26 13:35:08 2013	1372246508	0	904	904	904
Wed Jun 26 13:35:05 2013	1372246505	0	905	905	905
Wed Jun 26 13:35:10 2013	1372246510	0	905	905	905
Wed Jun 26 13:35:07 2013	1372246507	0	905	905	905
Wed Jun 26 13:34:53 2013	1372246493	0	905	905	905
Wed Jun 26 13:34:55 2013	1372246495	0	906	906	906
Wed Jun 26 13:35:05 2013	1372246505	0	906	906	906
Wed Jun 26 13:35:11 2013	1372246511	0	906	906	906
Wed Jun 26 13:34:58 2013	1372246498	0	906	906	906
Wed Jun 26 13:35:11 2013	1372246511	0	907	907	906
Wed Jun 26 13:35:14 2013	1372246514	0	907	907	906
Wed Jun 26 13:34:57 2013	1372246497	0	907	907	907
Wed Jun 26 13:34:55 2013	1372246495	0	907	907	907
Wed Jun 26 13:35:05 2013	1372246505	0	907	907	907
Wed Jun 26 13:35:15 2013	1372246515	0	907	907	907
Wed Jun 26 13:35:16 2013	1372246516	0	907	907	907
Wed Jun 26 13:35:15 2013	1372246515	0	907	907	907
Wed Jun 26 13:35:03 2013	1372246503	0	907	907	907
Wed Jun 26 13:34:59 2013	1372246499	0	907	907	907
Wed Jun 26 13:34:59 2013	1372246499	0	908	908	908
Wed Jun 26 13:35:14 2013	1372246514	0	908	908	908
Wed Jun 26 13:34:54 2013	1372246494	0	908	908	908
Wed Jun 26 13:35:09 2013	1372246509	0	908	908	908
Wed Jun 26 13:34:56 2013	1372246496	0	908	908	908
Wed Jun 26 13:35:15 2013	1372246515	0	908	908	908
Wed Jun 26 13:35:13 2013	1372246513	0	908	908	908
Wed Jun 26 13:35:02 2013	1372246502	0	908	908	908
Wed Jun 26 13:35:19 2013	1372246519	0	909	909	909
Wed Jun 26 13:35:07 2013	1372246507	0	909	909	909
Wed Jun 26 13:35:13 2013	1372246513	0	909	909	909
Wed Jun 26 13:35:12 2013	1372246512	0	909	909	909
Wed Jun 26 13:35:00 2013	1372246500	0	909	909	909
Wed Jun 26 13:34:58 2013	1372246498	0	909	909	909
Wed Jun 26 13:35:06 2013	1372246506	0	909	909	909
Wed Jun 26 13:34:59 2013	1372246499	0	909	909	909
Wed Jun 26 13:35:17 2013	1372246517	0	909	909	909
Wed Jun 26 13:35:12 2013	1372246512	0	909	909	909
Wed Jun 26 13:34:59 2013	1372246499	0	909	909	909
Wed Jun 26 13:35:11 2013	1372246511	0	909	909	909
Wed Jun 26 13:35:12 2013	1372246512	0	909	909	909
Wed Jun 26 13:34:58 2013	1372246498	0	909	909	909
Wed Jun 26 13:34:56 2013	1372246496	0	909	909	909
Wed Jun 26 13:35:09 2013	1372246509	0	910	910	910
Wed Jun 26 13:34:59 2013	1372246499	0	910	910	910
Wed Jun 26 13:35:09 2013	1372246509	0	910	910	910
Wed Jun 26 13:35:07 2013	1372246507	0	910	910	910
Wed Jun 26 13:35:08 2013	1372246508	0	910	910	910
Wed Jun 26 13:35:03 2013	1372246503	0	910	910	910
Wed Jun 26 13:35:15 2013	1372246515	0	910	910	910
Wed Jun 26 13:35:07 2013	1372246507	0	910	910	910
Wed Jun 26 13:35:05 2013	1372246505	0	910	910	910
Wed Jun 26 13:35:09 2013	1372246509	0	910	910	910
Wed Jun 26 13:35:09 2013	1372246509	0	910	910	910
Wed Jun 26 13:35:09 2013	1372246509	0	910	910	910
Wed Jun 26 13:35:12 2013	1372246512	0	910	910	910
Wed Jun 26 13:34:53 2013	1372246493	0	910	910	910
Wed Jun 26 13:34:53 2013	1372246493	0	910	910	910
Wed Jun 26 13:35:07 2013	1372246507	0	910	910	910
Wed Jun 26 13:35:15 2013	1372246515	0	911	911	911
Wed Jun 26 13:34:56 2013	1372246496	0	911	911	911
Wed Jun 26 13:35:09 2013	1372246509	0	911	911	911
Wed Jun 26 13:35:17 2013	1372246517	0	911	911	911
Wed Jun 26 13:35:09 2013	1372246509	0	911	911	911
Wed Jun 26 13:35:06 2013	1372246506	0	911	911	911
Wed Jun 26 13:35:05 2013	1372246505	0	911	911	911
Wed Jun 26 13:34:57 2013	1372246497	0	911	911	911
Wed Jun 26 13:35:02 2013	1372246502	0	911	911	911
Wed Jun 26 13:34:57 2013	1372246497	0	911	911	911
Wed Jun 26 13:34:56 2013	1372246496	0	912	912	912
Wed Jun 26 13:34:54 2013	1372246494	0	912	912	912
Wed Jun 26 13:34:59 2013	1372246499	0	912	912	912
Wed Jun 26 13:34:57 2013	1372246497	0	912	912	912
Wed Jun 26 13:34:57 2013	1372246497	0	912	912	912
Wed Jun 26 13:35:16 2013	1372246516	0	913	913	913
Wed Jun 26 13:35:07 2013	1372246507	0	913	913	913
Wed Jun 26 13:34:54 2013	1372246494	0	913	913	913
Wed Jun 26 13:34:57 2013	1372246497	0	913	913	913
Wed Jun 26 13:35:13 2013	1372246513	0	913	913	913
Wed Jun 26 13:35:10 2013	1372246510	0	913	913	913
Wed Jun 26 13:35:09 2013	1372246509	0	913	913	913
Wed Jun 26 13:35:08 2013	1372246508	0	914	914	914
Wed Jun 26 13:35:08 2013	1372246508	0	914	914	914
Wed Jun 26 13:34:56 2013	1372246496	0	914	914	914
Wed Jun 26 13:34:59 2013	1372246499	0	914	914	914
Wed Jun 26 13:34:58 2013	1372246498	0	914	914	914
Wed Jun 26 13:35:06 2013	1372246506	0	914	914	914
Wed Jun 26 13:35:12 2013	1372246512	0	915	915	915
Wed Jun 26 13:34:53 2013	1372246493	0	915	915	915
Wed Jun 26 13:35:10 2013	1372246510	0	915	915	915
Wed Jun 26 13:34:52 2013	1372246492	0	915	915	915
Wed Jun 26 13:35:09 2013	1372246509	0	915	915	915
Wed Jun 26 13:35:06 2013	1372246506	0	915	915	915
Wed Jun 26 13:35:02 2013	1372246502	0	915	915	915
Wed Jun 26 13:34:55 2013	1372246495	0	916	916	915
Wed Jun 26 13:35:04 2013	1372246504	0	916	916	916
Wed Jun 26 13:35:10 2013	1372246510	0	916	916	916
Wed Jun 26 13:34:58 2013	1372246498	0	916	916	916
Wed Jun 26 13:35:06 2013	1372246506	0	916	916	916
Wed Jun 26 13:35:11 2013	1372246511	0	916	916	916
Wed Jun 26 13:34:54 2013	1372246494	0	916	916	916
Wed Jun 26 13:35:06 2013	1372246506	0	916	916	916
Wed Jun 26 13:35:07 2013	1372246507	0	917	917	917
Wed Jun 26 13:35:15 2013	1372246515	0	917	917	917
Wed Jun 26 13:35:02 2013	1372246502	0	917	917	917
Wed Jun 26 13:34:54 2013	1372246494	0	917	917	917
Wed Jun 26 13:34:57 2013	1372246497	0	917	917	917
Wed Jun 26 13:34:57 2013	1372246497	0	917	917	917
Wed Jun 26 13:35:07 2013	1372246507	0	917	917	917
Wed Jun 26 13:34:58 2013	1372246498	0	917	917	917
Wed Jun 26 13:35:09 2013	1372246509	0	918	918	917
Wed Jun 26 13:35:13 2013	1372246513	0	918	918	918
Wed Jun 26 13:35:19 2013	1372246519	0	918	918	918
Wed Jun 26 13:34:59 2013	1372246499	0	918	918	918
Wed Jun 26 13:34:53 2013	1372246493	0	918	918	918
Wed Jun 26 13:35:19 2013	1372246519	0	918	918	918
Wed Jun 26 13:35:14 2013	1372246514	0	918	918	918
Wed Jun 26 13:34:55 2013	1372246495	0	918	918	918
Wed Jun 26 13:35:03 2013	1372246503	0	918	918	918
Wed Jun 26 13:34:58 2013	1372246498	0	918	918	918
Wed Jun 26 13:35:04 2013	1372246504	0	918	918	918
Wed Jun 26 13:35:09 2013	1372246509	0	918	918	918
Wed Jun 26 13:35:05 2013	1372246505	0	919	919	919
Wed Jun 26 13:35:10 2013	1372246510	0	919	919	919
Wed Jun 26 13:35:02 2013	1372246502	0	919	919	919
Wed Jun 26 13:34:57 2013	1372246497	0	919	919	919
Wed Jun 26 13:35:15 2013	1372246515	0	919	919	919
Wed Jun 26 13:34:59 2013	1372246499	0	919	919	919
Wed Jun 26 13:34:59 2013	1372246499	0	919	919	919
Wed Jun 26 13:35:19 2013	1372246519	0	919	919	919
Wed Jun 26 13:35:05 2013	1372246505	0	919	919	919
Wed Jun 26 13:35:02 2013	1372246502	0	920	920	920
Wed Jun 26 13:35:18 2013	1372246518	0	920	920	920
Wed Jun 26 13:35:11 2013	1372246511	0	920	920	920
Wed Jun 26 13:35:07 2013	1372246507	0	920	920	920
Wed Jun 26 13:35:14 2013	1372246514	0	920	920	920
Wed Jun 26 13:34:59 2013	1372246499	0	920	920	920
Wed Jun 26 13:34:56 2013	1372246496	0	920	920	920
Wed Jun 26 13:35:14 2013	1372246514	0	921	921	920
Wed Jun 26 13:34:56 2013	1372246496	0	921	921	920
Wed Jun 26 13:34:52 2013	1372246492	0	921	921	921
Wed Jun 26 13:34:54 2013	1372246494	0	921	921	921
Wed Jun 26 13:35:10 2013	1372246510	0	921	921	921
Wed Jun 26 13:35:03 2013	1372246503	0	921	921	921
Wed Jun 26 13:35:05 2013	1372246505	0	921	921	921
Wed Jun 26 13:34:55 2013	1372246495	0	921	921	921
Wed Jun 26 13:34:54 2013	1372246494	0	922	922	922
Wed Jun 26 13:35:05 2013	1372246505	0	922	922	922
Wed Jun 26 13:35:16 2013	1372246516	0	922	922	922
Wed Jun 26 13:35:05 2013	1372246505	0	922	922	922
Wed Jun 26 13:35:19 2013	1372246519	0	922	922	922
Wed Jun 26 13:34:57 2013	1372246497	0	923	923	922
Wed Jun 26 13:35:08 2013	1372246508	0	923	923	922
Wed Jun 26 13:34:51 2013	1372246491	0	923	923	923
Wed Jun 26 13:34:57 2013	1372246497	0	923	923	923
Wed Jun 26 13:35:04 2013	1372246504	0	923	923	923
Wed Jun 26 13:35:06 2013	1372246506	0	923	923	923
Wed Jun 26 13:35:10 2013	1372246510	0	923	923	923
Wed Jun 26 13:35:14 2013	1372246514	0	923	923	923
Wed Jun 26 13:35:00 2013	1372246500	0	923	923	923
Wed Jun 26 13:34:55 2013	1372246495	0	923	923	923
Wed Jun 26 13:35:05 2013	1372246505	0	923	923	923
Wed Jun 26 13:35:04 2013	1372246504	0	923	923	923
Wed Jun 26 13:35:11 2013	1372246511	0	923	923	923
Wed Jun 26 13:34:57 2013	1372246497	0	924	924	923
Wed Jun 26 13:35:00 2013	1372246500	0	924	924	924
Wed Jun 26 13:34:52 2013	1372246492	0	924	924	924
Wed Jun 26 13:34:53 2013	1372246493	0	924	924	924
Wed Jun 26 13:34:57 2013	1372246497	0	924	924	924
Wed Jun 26 13:35:04 2013	1372246504	0	924	924	924
Wed Jun 26 13:35:10 2013	1372246510	0	924	924	924
Wed Jun 26 13:35:11 2013	1372246511	0	924	924	924
Wed Jun 26 13:35:12 2013	1372246512	0	924	924	924
Wed Jun 26 13:35:17 2013	1372246517	0	925	925	925
Wed Jun 26 13:35:10 2013	1372246510	0	925	925	925
Wed Jun 26 13:35:03 2013	1372246503	0	925	925	925
Wed Jun 26 13:34:53 2013	1372246493	0	926	926	926
Wed Jun 26 13:35:16 2013	1372246516	0	926	926	926
Wed Jun 26 13:34:53 2013	1372246493	0	926	926	926
Wed Jun 26 13:35:17 2013	1372246517	0	926	926	926
Wed Jun 26 13:34:53 2013	1372246493	0	926	926	926
Wed Jun 26 13:34:51 2013	1372246491	0	926	926	926
Wed Jun 26 13:34:55 2013	1372246495	0	926	926	926
Wed Jun 26 13:35:19 2013	1372246519	0	926	926	926
Wed Jun 26 13:35:12 2013	1372246512	0	927	927	927
Wed Jun 26 13:35:14 2013	1372246514	0	927	927	927
Wed Jun 26 13:35:14 2013	1372246514	0	927	927	927
Wed Jun 26 13:35:09 2013	1372246509	0	928	928	928
Wed Jun 26 13:35:02 2013	1372246502	0	928	928	928
Wed Jun 26 13:35:05 2013	1372246505	0	928	928	928
Wed Jun 26 13:35:02 2013	1372246502	0	928	928	928
Wed Jun 26 13:34:57 2013	1372246497	0	928	928	928
Wed Jun 26 13:34:58 2013	1372246498	0	929	929	929
Wed Jun 26 13:35:07 2013	1372246507	0	929	929	929
Wed Jun 26 13:35:16 2013	1372246516	0	929	929	929
Wed Jun 26 13:35:19 2013	1372246519	0	929	929	929
Wed Jun 26 13:34:53 2013	1372246493	0	929	929	929
Wed Jun 26 13:35:00 2013	1372246500	0	929	929	929
Wed Jun 26 13:34:59 2013	1372246499	0	930	930	930
Wed Jun 26 13:35:15 2013	1372246515	0	930	930	930
Wed Jun 26 13:35:16 2013	1372246516	0	930	930	930
Wed Jun 26 13:35:00 2013	1372246500	0	931	931	931
Wed Jun 26 13:34:55 2013	1372246495	0	931	931	931
Wed Jun 26 13:35:16 2013	1372246516	0	931	931	931
Wed Jun 26 13:34:51 2013	1372246491	0	931	931	931
Wed Jun 26 13:34:55 2013	1372246495	0	932	932	932
Wed Jun 26 13:35:03 2013	1372246503	0	932	932	932
Wed Jun 26 13:35:08 2013	1372246508	0	932	932	932
Wed Jun 26 13:34:57 2013	1372246497	0	932	932	932
Wed Jun 26 13:34:55 2013	1372246495	0	932	932	932
Wed Jun 26 13:35:17 2013	1372246517	0	932	932	932
Wed Jun 26 13:35:07 2013	1372246507	0	933	933	933
Wed Jun 26 13:35:36 2013	1372246536	0	933	933	933
Wed Jun 26 13:35:19 2013	1372246519	0	933	933	933
Wed Jun 26 13:35:12 2013	1372246512	0	933	933	933
Wed Jun 26 13:35:02 2013	1372246502	0	934	934	934
Wed Jun 26 13:35:15 2013	1372246515	0	934	934	934
Wed Jun 26 13:35:02 2013	1372246502	0	934	934	934
Wed Jun 26 13:34:54 2013	1372246494	0	934	934	934
Wed Jun 26 13:34:53 2013	1372246493	0	934	934	934
Wed Jun 26 13:35:17 2013	1372246517	0	934	934	934
Wed Jun 26 13:35:09 2013	1372246509	0	935	935	935
Wed Jun 26 13:35:14 2013	1372246514	0	935	935	935
Wed Jun 26 13:35:16 2013	1372246516	0	935	935	935
Wed Jun 26 13:34:55 2013	1372246495	0	935	935	935
Wed Jun 26 13:35:18 2013	1372246518	0	935	935	935
Wed Jun 26 13:35:14 2013	1372246514	0	935	935	935
Wed Jun 26 13:34:55 2013	1372246495	0	935	935	935
Wed Jun 26 13:34:53 2013	1372246493	0	936	936	936
Wed Jun 26 13:35:02 2013	1372246502	0	936	936	936
Wed Jun 26 13:35:14 2013	1372246514	0	937	937	937
Wed Jun 26 13:35:17 2013	1372246517	0	937	937	937
Wed Jun 26 13:35:00 2013	1372246500	0	937	937	937
Wed Jun 26 13:34:51 2013	1372246491	0	937	937	937
Wed Jun 26 13:34:58 2013	1372246498	0	937	937	937
Wed Jun 26 13:35:11 2013	1372246511	0	938	938	938
Wed Jun 26 13:35:19 2013	1372246519	0	938	938	938
Wed Jun 26 13:34:52 2013	1372246492	0	938	938	938
Wed Jun 26 13:35:18 2013	1372246518	0	939	939	939
Wed Jun 26 13:35:16 2013	1372246516	0	939	939	939
Wed Jun 26 13:35:45 2013	1372246545	0	939	939	939
Wed Jun 26 13:35:13 2013	1372246513	0	939	939	939
Wed Jun 26 13:35:05 2013	1372246505	0	939	939	939
Wed Jun 26 13:34:52 2013	1372246492	0	939	939	939
Wed Jun 26 13:34:52 2013	1372246492	0	940	940	940
Wed Jun 26 13:35:06 2013	1372246506	0	940	940	940
Wed Jun 26 13:35:06 2013	1372246506	0	940	940	940
