starttime	seconds	ctime	dtime	ttime	wait
Wed Jun 26 15:33:54 2013	1372253634	0	327	327	327
Wed Jun 26 15:33:56 2013	1372253636	0	328	328	328
Wed Jun 26 15:34:18 2013	1372253658	0	328	328	328
Wed Jun 26 15:33:55 2013	1372253635	0	328	328	328
Wed Jun 26 15:33:23 2013	1372253603	0	329	329	329
Wed Jun 26 15:34:03 2013	1372253643	0	329	329	329
Wed Jun 26 15:34:04 2013	1372253644	0	329	329	329
Wed Jun 26 15:33:47 2013	1372253627	0	330	330	330
Wed Jun 26 15:33:50 2013	1372253630	0	330	330	330
Wed Jun 26 15:34:17 2013	1372253657	0	330	330	330
Wed Jun 26 15:33:40 2013	1372253620	0	330	330	330
Wed Jun 26 15:33:43 2013	1372253623	0	330	330	330
Wed Jun 26 15:33:58 2013	1372253638	0	330	330	330
Wed Jun 26 15:33:29 2013	1372253609	0	330	330	330
Wed Jun 26 15:33:52 2013	1372253632	0	331	331	331
Wed Jun 26 15:33:34 2013	1372253614	0	331	331	331
Wed Jun 26 15:33:38 2013	1372253618	0	331	331	331
Wed Jun 26 15:33:39 2013	1372253619	0	332	332	331
Wed Jun 26 15:34:02 2013	1372253642	0	332	332	332
Wed Jun 26 15:34:01 2013	1372253641	0	332	332	332
Wed Jun 26 15:34:07 2013	1372253647	0	332	332	332
Wed Jun 26 15:33:46 2013	1372253626	0	333	333	333
Wed Jun 26 15:33:26 2013	1372253606	0	333	333	333
Wed Jun 26 15:34:07 2013	1372253647	0	333	333	333
Wed Jun 26 15:33:28 2013	1372253608	0	334	334	334
Wed Jun 26 15:33:35 2013	1372253615	0	334	334	334
Wed Jun 26 15:33:44 2013	1372253624	0	334	334	334
Wed Jun 26 15:33:36 2013	1372253616	0	334	334	334
Wed Jun 26 15:33:57 2013	1372253637	0	334	334	334
Wed Jun 26 15:33:54 2013	1372253634	0	334	334	334
Wed Jun 26 15:33:27 2013	1372253607	0	335	335	335
Wed Jun 26 15:34:01 2013	1372253641	0	335	335	335
Wed Jun 26 15:33:16 2013	1372253596	0	336	336	336
Wed Jun 26 15:34:14 2013	1372253654	0	336	336	336
Wed Jun 26 15:34:04 2013	1372253644	0	336	336	336
Wed Jun 26 15:33:15 2013	1372253595	0	339	339	339
Wed Jun 26 15:34:05 2013	1372253645	0	345	345	345
Wed Jun 26 15:34:15 2013	1372253655	0	345	345	345
Wed Jun 26 15:33:59 2013	1372253639	0	348	348	348
Wed Jun 26 15:34:09 2013	1372253649	0	351	351	351
Wed Jun 26 15:33:46 2013	1372253626	0	401	401	401
